org,org_type,ein,name,exempt_type,match_confidence,filer_name,filer_name_norm,method,verified,details
Equality Pennsylvania,4.0,842156266.0,Pennsylvania Equality Project Inc,3.0,92.59434,,,manual,,
Equality Pennsylvania,4.0,232848883.0,Equality Pennsylvania Education Fund,3.0,88.49942,EQUALITY PENNSYLVANIA EDUCATION FUND,equality pennsylvania education fund,manual,,
Equality Pennsylvania,4.0,926619497.0,Pennsylvania Social Equity Land Tr,3.0,60.634346,,,auto,0.0,Not included in top 3 results.
Equality Pennsylvania,4.0,233013870.0,Pennsylvania Private Equity Network Dba Wharton Private Equity Partner,6.0,56.07315,Pennsyvania Private Equity Network,pennsyvania private equity network,auto,0.0,Not included in top 3 results.
Equality Pennsylvania,4.0,230559974.0,Free & Accepted Masons Of Pennsylvania,10.0,18.366413,,,auto,0.0,Not included in top 3 results.
Stand Up for Ohio,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
America's Voice,4.0,200748404.0,Americas Voice,4.0,82.31832,AMERICA'S VOICE,america s voice,manual,,
America's Voice,4.0,854120787.0,American Voice,4.0,78.68073,American Voice,american voice,manual,,
America's Voice,4.0,814265713.0,Americas Voice Inc,3.0,73.80908,,,manual,,
America's Voice,4.0,462768203.0,Asian American Voice,4.0,70.54748,,,auto,0.0,Not included in top 3 results.
America's Voice,4.0,872837333.0,Voice Of Khmer-americans,3.0,67.22571,VOICE OF KHMER-AMERICANS (VOKA),voice khmer americans voka,auto,0.0,Not included in top 3 results.
America's Voice,4.0,264249073.0,Voice Of Vietnamese Americans,3.0,67.22571,,,auto,0.0,Not included in top 3 results.
America's Voice,4.0,262624247.0,Americas Voice Education Fund,3.0,66.89725,AMERICA'S VOICE EDUCATION FUND,america s voice education fund,auto,0.0,Not included in top 3 results.
America's Voice,4.0,300238662.0,American Muslim Voice Foundation,3.0,63.941048,,,auto,0.0,Not included in top 3 results.
America's Voice,4.0,843356601.0,Togolese American Women Voice,3.0,63.941048,,,auto,0.0,Not included in top 3 results.
America's Voice,4.0,862410924.0,Voice Of American Youth,3.0,63.941048,VOICE OF AMERICAN YOUTH,voice american youth,auto,0.0,Not included in top 3 results.
America's Voice,4.0,820570892.0,Asian America Voice Inc,3.0,63.09642,,,auto,0.0,Not included in top 3 results.
America's Voice,4.0,341649643.0,Ethnic Voice Of America,3.0,63.09642,,,auto,0.0,Not included in top 3 results.
America's Voice,4.0,990750547.0,United Voice For America,3.0,63.09642,,,auto,0.0,Not included in top 3 results.
America's Voice,4.0,811454566.0,Syrian American Voice Empowerment,3.0,62.162308,,,auto,0.0,Not included in top 3 results.
America's Voice,4.0,843482908.0,Voice Of Chinese Americans Inc,3.0,61.47132,,,auto,0.0,Not included in top 3 results.
America's Voice,4.0,414201319.0,Central American Voices,3.0,60.35191,,,auto,0.0,Not included in top 3 results.
America's Voice,4.0,393727298.0,Voices Of Americans,4.0,59.0653,,,auto,0.0,Not included in top 3 results.
America's Voice,4.0,742840157.0,Native American Christian Voice Inc,3.0,58.467796,NATIVE AMERICAN CHRISTIAN VOICE INC,native american christian voice,auto,0.0,Not included in top 3 results.
America's Voice,4.0,461427050.0,American Voice For Freedom Inc,4.0,58.467796,,,auto,0.0,Not included in top 3 results.
America's Voice,4.0,863419063.0,Indo American Community Voice Inc,3.0,58.467796,,,auto,0.0,Not included in top 3 results.
America's Voice,4.0,474117962.0,South Asian American Voice Inc,3.0,58.467796,,,auto,0.0,Not included in top 3 results.
America's Voice,4.0,824562321.0,Voice Of American Youth Inc,3.0,58.467796,,,auto,0.0,Not included in top 3 results.
America's Voice,4.0,850726909.0,Veterans Voice Of America Inc,3.0,57.69546,VETERANS VOICE OF AMERICA INC,veterans voice america,auto,0.0,Not included in top 3 results.
America's Voice,4.0,260426181.0,Voice Of Liberty North America,3.0,57.69546,VOICE OF LIBERTY NORTH AMERICA,voice liberty north america,auto,0.0,Not included in top 3 results.
America's Voice,4.0,273519768.0,Voices For Americas Troops,4.0,57.656475,VOICES FOR AMERICA'S TROOPS,voices america s troops,auto,0.0,Not included in top 3 results.
One Pittsburgh,4.0,814809328.0,One Church Pittsburgh,3.0,95.750534,,,manual,,
One Pittsburgh,4.0,472580727.0,Pittsburgh Chapter Of Not One More Incorporated,3.0,67.771484,,,manual,,
Citizens for a Working America,4.0,270585219.0,Citizens For A Working America Inc,4.0,136.31987,CITIZENS FOR A WORKING AMERICA INC,citizens working america,manual,,
Citizens for a Working America,4.0,900895191.0,Citizens For A Working America Inc,4.0,136.31987,,,manual,,
Education Reform Now Advocacy,,260596684.0,Education Reform Now Advocacy Inc,4.0,148.68607,EDUCATION REFORM NOW ADVOCACY INC,education reform now advocacy,manual,,
Women's Voices Women Vote Action Fund,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Wisconsin Jobs Now,4.0,452043069.0,Wisconsin Jobs Now,,150.29929,,,manual,,
Human Rights Campaign,,521243457.0,Human Rights Campaign Inc,4.0,143.87073,HUMAN RIGHTS CAMPAIGN INC,human rights campaign,manual,,
Human Rights Campaign,,521481896.0,Human Rights Campaign Foundation,3.0,143.87073,HUMAN RIGHTS CAMPAIGN FOUNDATION,human rights campaign foundation,manual,,
Human Rights Campaign,,934683421.0,Palestine Human Rights Campaign,3.0,143.87073,,,manual,,
Human Rights Campaign,,874741889.0,Human Rights Campaign For Iran,3.0,131.56607,,,auto,0.0,Not included in top 3 results.
Human Rights Campaign,,275305580.0,Campaign For Human Rights Inc,3.0,128.79279,CAMPAIGN FOR HUMAN RIGHTS INC,campaign human rights,auto,0.0,Not included in top 3 results.
Human Rights Campaign,,832771682.0,Aging People In Prison Human Rights Campaign,3.0,109.80183,,,auto,0.0,Not included in top 3 results.
National Council of La Raza,,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Food Policy Action,4.0,460862496.0,Food Policy Action,4.0,123.16745,FOOD POLICY ACTION,food policy action,manual,,
Food Policy Action,4.0,833074522.0,Louisiana Food Policy Action Council Inc,3.0,94.0329,NEW ORLEANS FOOD POLICY ADVISORY COMMITTEE,new orleans food policy advisory committee,manual,,
Alliance for a Free Society,6.0,471391635.0,Alliance For A Free Society Inc,6.0,113.5736,ALLIANCE FOR A FREE SOCIETY INC,alliance free society,manual,,
ProgressNow,4.0,208720230.0,Progressnow,4.0,99.544685,PROGRESS NOW INC,progress now,manual,,
ProgressNow,4.0,208720291.0,Progressnow Education,3.0,88.05999,PROGRESS NOW EDUCATION,progress now education,manual,,
ProgressNow,4.0,833393572.0,Progressnow Az,4.0,88.05999,PROGRESS ARIZONA,progress arizona,manual,,
ProgressNow,4.0,651244918.0,Progressnow Colorado,4.0,88.05999,PROGRESSNOW COLORADO,progressnow colorado,auto,0.0,Not included in top 3 results.
ProgressNow,4.0,833494676.0,Progressnow Az Institute,3.0,78.95661,PROGRESS NOW ARIZONA INSTITUTE,progress now arizona institute,auto,0.0,Not included in top 3 results.
ProgressNow,4.0,731674017.0,Progressnow Colorado Education,3.0,78.95661,PROGRESSNOW COLORADO EDUCATION,progressnow colorado education,auto,0.0,Not included in top 3 results.
ProgressNow,4.0,454130072.0,Progressnow New Mexico,4.0,78.95661,PROGRESSNOW NEW MEXICO,progressnow new mexico,auto,0.0,Not included in top 3 results.
ProgressNow,4.0,463752866.0,Progression Partners,3.0,72.04909,Progression Partners,progression partners,auto,0.0,Not included in top 3 results.
ProgressNow,4.0,300665301.0,Progression Ministries,3.0,72.04909,PROGRESSION MINISTRIES,progression ministries,auto,0.0,Not included in top 3 results.
ProgressNow,4.0,464757963.0,Progression Foundation,3.0,72.04909,PROGRESSION FOUNDATION,progression foundation,auto,0.0,Not included in top 3 results.
ProgressNow,4.0,465077622.0,Progression Services,3.0,72.04909,,,auto,0.0,Not included in top 3 results.
ProgressNow,4.0,820670573.0,Upward Progression,3.0,72.04909,,,auto,0.0,Not included in top 3 results.
ProgressNow,4.0,843746047.0,Souljas Progression,3.0,72.04909,,,auto,0.0,Not included in top 3 results.
ProgressNow,4.0,50380608.0,Progresso Latino,3.0,68.491104,,,auto,0.0,Not included in top 3 results.
ProgressNow,4.0,660981155.0,Plan Progresso,3.0,68.491104,,,auto,0.0,Not included in top 3 results.
ProgressNow,4.0,454128254.0,Progressnow New Mexico Education Fund,3.0,65.43632,PROGRESSNOW NEW MEXICO EDUCATION,progressnow new mexico education,auto,0.0,Not included in top 3 results.
ProgressNow,4.0,932773890.0,Purposeful Progression,3.0,64.74805,,,auto,0.0,Not included in top 3 results.
ProgressNow,4.0,562646206.0,Progression Lacrosse Inc,3.0,64.60086,,,auto,0.0,Not included in top 3 results.
ProgressNow,4.0,204228211.0,Continuing Progression Center,3.0,64.60086,,,auto,0.0,Not included in top 3 results.
ProgressNow,4.0,814287129.0,Influential Positive Progression,3.0,64.60086,,,auto,0.0,Not included in top 3 results.
ProgressNow,4.0,825471873.0,Kingdom Progression Services,3.0,64.60086,,,auto,0.0,Not included in top 3 results.
ProgressNow,4.0,831309493.0,Poverty To Progression,3.0,64.60086,,,auto,0.0,Not included in top 3 results.
ProgressNow,4.0,582297393.0,Progression Housing Foundation,3.0,64.60086,,,auto,0.0,Not included in top 3 results.
ProgressNow,4.0,994315229.0,Stepbystep Progression Inc,3.0,64.60086,,,auto,0.0,Not included in top 3 results.
ProgressNow,4.0,394491400.0,Transparent Progression Inc,3.0,64.60086,,,auto,0.0,Not included in top 3 results.
PowerPac.Org,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
350.org Action Fund,4.0,261181604.0,350 Org Action Fund,4.0,173.64536,350ORG ACTION FUND,350org action fund,manual,,
UltraViolet Action,4.0,475180376.0,Ultraviolet Action,4.0,145.27194,UltraViolet Action,ultraviolet action,manual,,
UltraViolet Action,4.0,454319928.0,Ultraviolet Action,4.0,145.27194,,,manual,,
Progress Project,4.0,932373735.0,Progress Project Inc,3.0,85.93559,,,manual,,
Progress Project,4.0,453752045.0,Project Progress Inc,3.0,85.93559,,,manual,,
Progress Project,4.0,264045890.0,Projects For Progress,3.0,81.29418,Projects for Progress INC,projects progress,manual,,
Progress Project,4.0,462130347.0,El Progreso Project Inc,3.0,71.83342,,,auto,0.0,Not included in top 3 results.
Progress Project,4.0,753221290.0,Harambee In Progress Project Inc,3.0,71.221756,,,auto,0.0,Not included in top 3 results.
Progress Project,4.0,883504645.0,Project Hope-helping Others Progress Everyday,3.0,65.60769,,,auto,0.0,Not included in top 3 results.
Progress Project,4.0,881310925.0,Project Due Process Inc,3.0,64.048225,,,auto,0.0,Not included in top 3 results.
Progress Project,4.0,811112066.0,Foundational Skills Progress Thru Projects,3.0,61.670906,,,auto,0.0,Not included in top 3 results.
Progress Project,4.0,474824452.0,Protect Baltimore County Zoning Process Inc,,50.406094,,,auto,0.0,Not included in top 3 results.
Progress Project,4.0,412251298.0,Lean Product And Process Development Exchange Inc,3.0,43.43927,LEAN PRODUCT AND PROCESS DEVELOPMENT EXCHANGE INC,lean product process development exchange,auto,0.0,Not included in top 3 results.
Progress Project,4.0,931314754.0,Oregon Progress Forum,3.0,22.825752,OREGON PROGRESS FORUM,oregon progress forum,auto,0.0,Not included in top 3 results.
Progress Project,4.0,510525265.0,World Coral Reef Projects,3.0,14.735811,,,auto,0.0,Not included in top 3 results.
Eastern Carolina Conservative Fund,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Ohio Environmental Council Action Fund,4.0,474903967.0,Ohio Environmental Council Action Fund Inc,4.0,145.60324,OHIO ENVIRONMENTAL COUNCIL ACTION FUND,ohio environmental council action fund,manual,,
Catholic Assn,4.0,370673524.0,Roman Catholic Cemetery Assn,3.0,74.04115,,,manual,,
Catholic Assn,4.0,366205598.0,International Catholic Deaf Assn,3.0,70.27847,INTERNATIONAL CATHOLIC DEAF ASSN 10 CHAPTER,international catholic deaf assn 10 chapter,manual,,
Catholic Assn,4.0,42973465.0,International Catholic Deaf Assn,3.0,70.27847,,,manual,,
Catholic Assn,4.0,521356162.0,International Catholic Deaf Assn,3.0,70.27847,,,auto,0.0,Not included in top 3 results.
Catholic Assn,4.0,436049405.0,International Catholic Deaf Assn,3.0,70.27847,,,auto,0.0,Not included in top 3 results.
Catholic Assn,4.0,436098733.0,International Catholic Deaf Assn,3.0,70.27847,INTERNATIONAL DEAF CATHOLIC ASSOCIATION CHAPTER 6,international deaf catholic association chapter 6,auto,0.0,Not included in top 3 results.
Catholic Assn,4.0,416084213.0,International Catholic Deaf Assn,3.0,70.27847,,,auto,0.0,Not included in top 3 results.
Catholic Assn,4.0,396127538.0,International Catholic Deaf Assn,3.0,70.27847,,,auto,0.0,Not included in top 3 results.
Catholic Assn,4.0,383810077.0,International Catholic Deaf Assn,3.0,70.27847,,,auto,0.0,Not included in top 3 results.
Catholic Assn,4.0,236445918.0,International Catholic Deaf Assn,3.0,70.27847,,,auto,0.0,Not included in top 3 results.
Catholic Assn,4.0,141338304.0,Albany Catholic Press Assn Inc,3.0,67.706085,ALBANY CATHOLIC PRESS ASSOCIATION INC,albany catholic press association,auto,0.0,Not included in top 3 results.
Catholic Assn,4.0,231095415.0,Slovak Catholic Sokol Home Assn,7.0,67.706085,SLOVAK CATHOLIC SOKOL HOME ASSN,slovak catholic sokol home assn,auto,0.0,Not included in top 3 results.
Catholic Assn,4.0,386093201.0,Catholic Central Athletic Assn Inc,3.0,67.706085,CATHOLIC CENTRAL ATHLETIC ASSOC INC,catholic central athletic assoc,auto,0.0,Not included in top 3 results.
Catholic Assn,4.0,370719914.0,St Johns Catholic Cemetery Assn,3.0,67.706085,,,auto,0.0,Not included in top 3 results.
Catholic Assn,4.0,481191208.0,Flint Hills Catholic School Assn,3.0,67.706085,,,auto,0.0,Not included in top 3 results.
Catholic Assn,4.0,740877246.0,St Josephs Roman Catholic Benevolent Assn,3.0,62.37098,ST JOSEPHS ROMAN CATHOLIC,st josephs roman catholic,auto,0.0,Not included in top 3 results.
Catholic Assn,4.0,480595329.0,St Johns Catholic Cemetery Upkeep Assn,13.0,62.37098,,,auto,0.0,Not included in top 3 results.
Catholic Assn,4.0,230990310.0,Providence Assn Of Ukrainian Catholics Of Amer,8.0,54.41806,PROVIDENCE ASSOCIATION OF UKRAINIAN,providence association ukrainian,auto,0.0,Not included in top 3 results.
Catholic Assn,4.0,472469224.0,St Clare Of Assi Catholic Church Actworth Inc,3.0,47.260345,ST CLARE OF ASSISI CATHOLIC CHURCH,st clare assisi catholic church,auto,0.0,Not included in top 3 results.
Catholic Assn,4.0,462997911.0,First Catholic Slovak Ladies Asso Of The Usa,8.0,44.882874,,,auto,0.0,Not included in top 3 results.
Catholic Assn,4.0,256131480.0,Catholic War Veterans Home Assn Of Blair County Post 1691,4.0,44.34663,Catholic War Veterans Home Ass'n of Blair County Post 1691,catholic war veterans home ass n blair county post 1691,auto,0.0,Not included in top 3 results.
Catholic Assn,4.0,237515196.0,First Catholic Slovak Ladies Asso Of The Usa,8.0,44.10374,,,auto,0.0,Not included in top 3 results.
Catholic Assn,4.0,480547724.0,Catholic Cemeteries Association Of Northeast Kansas Inc,3.0,15.987066,,,auto,0.0,Not included in top 3 results.
Mountaineers Are Always Free,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Catalyst Oklahoma,4.0,464126174.0,Catalyst Oklahoma Inc,4.0,106.93286,CATALYST OKLAHOMA INC,catalyst oklahoma,manual,,
Planned Parenthood/Pacific Southwest,4.0,956111785.0,Planned Parenthood Of The Pacific Southwest,3.0,169.63727,PLANNED PARENTHOOD OF THE PACIFIC,planned parenthood pacific,manual,,
Planned Parenthood/Pacific Southwest,4.0,330476427.0,Planned Parenthood Affiliates Of California Inc,4.0,40.557747,PLANNED PARENTHOOD ACTION FUND OF THE,planned parenthood action fund,manual,,
Alzheimer's Assn,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Emergency Cmte for Israel,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Extraordinary America,4.0,474096636.0,Extraordinary America,,105.57553,,,manual,,
